disks,raid,strip-size,read-policy,write-policy,io-policy,swap-size,disk-size,memory-size,num-cpus,scheduler,block-size,ext4-stride,ext4-stripe-width,ext4-journal-mode,ext4-barrier,ext4-atime,ext4-diratime,ext4-64-bit,ext4-dir-index,ext4-dir-nlink,ext4-extent,ext4-extra-isize,ext4-ext-attr,ext4-filetype,ext4-flex-bg,ext4-flex-bg-num-groups,ext4-huge-file,ext4-sparse-super2,ext4-mmp,ext4-resize-inode,ext4-sparse-super,ext4-uninit-bg,ext4-inode-size,ext4-inode-ratio,ext4-num-backup-sb,ext4-packed-meta-blocks,ext4-acl,ext4-inode-allocator,ext4-user-xattr,ext4-journal-commit-interval,ext4-journal-checksum-async-commit,ext4-delalloc,ext4-max-batch-time,ext4-min-batch-time,ext4-journal-ioprio,ext4-auto-da-alloc,ext4-discard,ext4-dioread-lock,ext4-i-version,kernel-vm-dirty-ratio,kernel-vm-dirty-background-ratio,kernel-vm-swappiness,kernel-read-ahead,kernel-fs-read-ahead,kernel-dev-ncq,ext4-bh,kernel-vm-vfs-cache-pressure,kernel-vm-dirty-expire-centisecs,kernel-vm-dirty-writeback-centisecs,kernel-vm-extfrag-threshold,kernel-vm-hugepages-treas-as-movable,kernel-vm-laptop-mode,kernel-vm-overcommit-memory,kernel-vm-overcommit-ratio,kernel-vm-percpu-pagelist-fraction,kernel-vm-zone-reclaim-mode
8,raid50,512,ahead,write-thru,cached,4,16,8192,6,cfq,4096,256,512,journal_data_ordered,barrier,noatime,diratime,64bit,no_dir_index,dir_nlink,extent,no_extra_isize,ext_attr,filetype,flex_bg,256,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,128,16384,2,no_packed_meta_blocks,noacl,orlov,user_xattr,5,journal_async_commit,nodelalloc,1900,30000,6,noauto_da_alloc,discard,dioread_lock,i_version,7,3,50,8192,8192,28,bh,333,1000,100000,600,1,1000,2,128,16,4
8,raid60,64,ahead,write-back,cached,128,1024,3072,8,deadline,1024,32,64,journal_data_ordered,no_barrier,strictatime,diratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,8,no_huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,no_uninit_bg,128,16777216,2,packed_meta_blocks,acl,oldalloc,user_xattr,5,no_journal_checksum,nodelalloc,3800,60000,4,noauto_da_alloc,nodiscard,dioread_lock,i_version,2,4,0,2048,8,20,nobh,1000,300,30000,1000,1,10,2,128,32,7
8,raid50,1024,ahead,write-back,cached,.125,2048,4096,6,deadline,1024,2,8,journal_data_ordered,no_barrier,relatime,diratime,64bit,dir_index,no_dir_nlink,extent,extra_isize,ext_attr,no_filetype,no_flex_bg,4,huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,1024,16384,0,no_packed_meta_blocks,acl,oldalloc,user_xattr,80,no_journal_checksum,delalloc,0,3800,4,auto_da_alloc,discard,dioread_lock,i_version,7,1,3,128,2048,1,nobh,100,10000,4000,100,1,1000,2,128,128,7
1,raid0,1024,normal,write-back,cached,64,16,3072,7,noop,2048,1,16,journal_data_writeback,no_barrier,noatime,diratime,64bit,no_dir_index,dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,128,no_huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,128,65536,1,no_packed_meta_blocks,acl,orlov,nouser_xattr,3,journal_checksum,delalloc,30000,1900,5,auto_da_alloc,discard,dioread_lock,i_version,4,15,99,128,24,32,bh,333,100000,4000,-1,0,33,1,128,32,2
2,raid1,256,ahead,write-thru,direct,.125,8,3072,2,deadline,4096,2,512,journal_data_writeback,no_barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,extra_isize,no_ext_attr,filetype,flex_bg,64,huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,1024,16384,1,packed_meta_blocks,noacl,orlov,nouser_xattr,20,journal_checksum,nodelalloc,1000,0,2,auto_da_alloc,nodiscard,dioread_lock,i_version,2,30,0,128,0,32,nobh,10,30000,30000,700,0,333,0,128,128,4
5,raid0,128,normal,write-back,direct,16,1024,8192,2,cfq,4096,4,64,journal_data,no_barrier,noatime,diratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,filetype,flex_bg,4,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,2048,1048576,1,packed_meta_blocks,acl,oldalloc,user_xattr,20,journal_checksum,delalloc,30000,1000,5,noauto_da_alloc,nodiscard,dioread_lock,noi_version,15,4,50,512,24,24,bh,1000,100,10000,200,1,1,0,32,32,1
6,raid60,256,ahead,write-back,cached,4,256,3072,6,deadline,4096,16,32,journal_data_writeback,barrier,strictatime,diratime,no_64bit,no_dir_index,dir_nlink,no_extent,no_extra_isize,no_ext_attr,filetype,no_flex_bg,16,no_huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,2048,65536,2,no_packed_meta_blocks,noacl,orlov,user_xattr,2,journal_async_commit,delalloc,15000,120000,3,auto_da_alloc,discard,dioread_nolock,i_version,1,3,80,512,128,16,nobh,333,10000,2000,300,1,3,2,64,16,1
8,raid50,512,normal,write-back,cached,4,32,2048,5,cfq,2048,128,256,journal_data_writeback,no_barrier,relatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,filetype,no_flex_bg,8,no_huge_file,sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,512,262144,0,no_packed_meta_blocks,acl,oldalloc,user_xattr,3,no_journal_checksum,nodelalloc,240000,1900,0,noauto_da_alloc,nodiscard,dioread_lock,i_version,5,20,90,131072,512,8,bh,3,30000,10000,0,1,10,1,32,32,0
3,raid0,256,ahead,write-back,direct,.5,1024,4096,7,deadline,1024,32,32,journal_data_writeback,barrier,relatime,diratime,no_64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,512,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,512,16777216,2,packed_meta_blocks,acl,oldalloc,user_xattr,80,journal_checksum,delalloc,60000,30000,7,noauto_da_alloc,nodiscard,dioread_lock,i_version,30,1,95,8192,24,2,nobh,100,3000,30,400,1,0,0,32,32,0
6,raid1,64,ahead,write-thru,direct,0,512,4096,1,cfq,4096,128,1024,journal_data_ordered,barrier,relatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,extra_isize,ext_attr,no_filetype,flex_bg,128,huge_file,sparse_super2,mmp,resize_inode,sparse_super,no_uninit_bg,1024,1048576,0,packed_meta_blocks,acl,orlov,nouser_xattr,40,no_journal_checksum,nodelalloc,0,7500,3,auto_da_alloc,discard,dioread_lock,noi_version,10,3,1,2048,131072,20,bh,33,30000,30,900,0,33,0,128,128,6
8,raid0,512,normal,write-thru,direct,64,2048,4096,7,cfq,4096,64,64,journal_data_ordered,barrier,relatime,diratime,no_64bit,dir_index,dir_nlink,no_extent,extra_isize,no_ext_attr,filetype,flex_bg,512,huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,128,4194304,2,packed_meta_blocks,noacl,orlov,user_xattr,5,journal_checksum,delalloc,120000,60000,2,noauto_da_alloc,discard,dioread_lock,i_version,30,20,3,65536,8192,16,nobh,3,1000,100000,700,1,100,0,64,128,7
2,raid00,64,ahead,write-thru,direct,8,8,8192,2,deadline,4096,256,256,journal_data_ordered,no_barrier,relatime,diratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,no_filetype,no_flex_bg,4,no_huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,512,262144,0,no_packed_meta_blocks,acl,orlov,nouser_xattr,2,journal_checksum,nodelalloc,3800,7500,3,auto_da_alloc,nodiscard,dioread_nolock,noi_version,20,7,50,0,8192,12,nobh,3,3000,500,-1,1,1000,0,128,32,2
1,raid0,256,normal,write-thru,cached,.5,256,4096,3,deadline,4096,512,512,journal_data_ordered,no_barrier,strictatime,nodiratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,no_flex_bg,64,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,2048,4194304,1,no_packed_meta_blocks,acl,unspecified,nouser_xattr,5,journal_checksum,delalloc,7500,120000,6,auto_da_alloc,discard,dioread_lock,noi_version,3,4,30,24,65536,8,nobh,100,1000,4000,0,0,3,0,32,0,3
7,raid0,128,normal,write-back,cached,4,3072,4096,4,cfq,2048,32,1024,journal_data_writeback,barrier,relatime,nodiratime,no_64bit,dir_index,dir_nlink,no_extent,extra_isize,no_ext_attr,no_filetype,flex_bg,64,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,128,65536,1,no_packed_meta_blocks,acl,orlov,user_xattr,10,journal_async_commit,nodelalloc,60000,3800,3,auto_da_alloc,nodiscard,dioread_lock,i_version,3,2,3,8,128,12,nobh,3,3000,250,-1,0,0,0,128,32,5
5,raid5,64,normal,write-back,cached,32,512,1024,7,deadline,2048,8,8,journal_data_writeback,barrier,relatime,diratime,no_64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,2,no_huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,512,65536,0,no_packed_meta_blocks,noacl,oldalloc,nouser_xattr,20,no_journal_checksum,delalloc,30000,15000,4,auto_da_alloc,nodiscard,dioread_lock,noi_version,3,3,10,131072,512,1,nobh,3,100,10000,1000,0,33,0,32,8,3
2,raid1,64,normal,write-back,direct,128,64,2048,1,cfq,4096,1024,1024,journal_data,barrier,strictatime,nodiratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,2,huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,4096,4194304,1,packed_meta_blocks,noacl,oldalloc,nouser_xattr,10,journal_checksum,nodelalloc,0,3800,6,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,10,7,90,8,512,24,bh,33,30000,100000,800,1,100,0,64,64,5
5,raid6,512,ahead,write-back,cached,.125,1024,2048,5,noop,2048,16,512,journal_data,no_barrier,strictatime,diratime,no_64bit,dir_index,dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,32,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,128,262144,2,no_packed_meta_blocks,noacl,oldalloc,user_xattr,20,journal_checksum,nodelalloc,1900,30000,2,noauto_da_alloc,discard,dioread_lock,noi_version,3,15,30,512,128,24,bh,33,3000,30000,100,0,333,1,64,16,1
5,raid6,64,ahead,write-back,direct,32,128,1024,1,deadline,4096,128,128,journal_data,no_barrier,strictatime,nodiratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,2,no_huge_file,sparse_super2,mmp,no_resize_inode,no_sparse_super,no_uninit_bg,512,262144,1,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,3,journal_checksum,delalloc,240000,60000,3,noauto_da_alloc,discard,dioread_nolock,i_version,20,2,80,128,24,16,bh,10,30000,1000,400,0,0,1,128,64,3
7,raid0,128,normal,write-back,direct,128,2048,1024,1,deadline,2048,2,16,journal_data_ordered,barrier,relatime,diratime,64bit,dir_index,dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,32,huge_file,sparse_super2,mmp,no_resize_inode,no_sparse_super,no_uninit_bg,1024,4194304,2,packed_meta_blocks,acl,orlov,user_xattr,1,journal_checksum,delalloc,3800,15000,1,noauto_da_alloc,nodiscard,dioread_lock,i_version,7,30,99,32768,32768,2,nobh,100,10000,2000,0,0,0,0,128,0,4
2,raid1,512,normal,write-thru,cached,64,8,2048,6,cfq,1024,256,1024,journal_data,no_barrier,relatime,diratime,64bit,dir_index,no_dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,512,no_huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,512,16384,1,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,3,journal_checksum,nodelalloc,1000,120000,7,noauto_da_alloc,nodiscard,dioread_lock,noi_version,1,4,3,65536,2048,4,bh,33,300,1000,1000,1,100,2,64,8,1
6,raid50,64,ahead,write-thru,direct,8,128,16384,2,noop,4096,8,128,journal_data,barrier,noatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,no_extra_isize,no_ext_attr,filetype,flex_bg,256,huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,512,1048576,2,no_packed_meta_blocks,acl,oldalloc,user_xattr,80,no_journal_checksum,nodelalloc,7500,3800,4,noauto_da_alloc,discard,dioread_lock,noi_version,30,30,99,512,0,4,bh,3,30000,0,200,1,10,0,128,16,2
2,raid1,512,ahead,write-back,direct,2,8,16384,5,deadline,4096,1,1024,journal_data_ordered,no_barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,extra_isize,ext_attr,no_filetype,flex_bg,256,huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,512,16384,1,packed_meta_blocks,acl,oldalloc,nouser_xattr,80,journal_async_commit,delalloc,120000,1000,4,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,4,15,1,0,65536,20,bh,1,30000,30000,500,1,333,0,64,64,7
6,raid00,64,normal,write-thru,cached,8,2048,3072,5,noop,4096,32,256,journal_data,barrier,relatime,diratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,no_flex_bg,2,no_huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,512,65536,2,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,10,journal_async_commit,delalloc,240000,0,4,auto_da_alloc,nodiscard,dioread_nolock,i_version,2,4,90,24,8,8,bh,1,30000,2000,600,1,0,1,64,8,6
6,raid00,1024,normal,write-thru,cached,8,2048,3072,5,noop,4096,64,1024,journal_data_ordered,no_barrier,relatime,diratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,no_flex_bg,16,huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,4096,16777216,1,no_packed_meta_blocks,acl,orlov,nouser_xattr,1,journal_checksum,nodelalloc,1900,30000,5,noauto_da_alloc,nodiscard,dioread_nolock,i_version,15,7,95,65536,512,32,nobh,100,1000,4000,300,1,33,2,128,8,0
8,raid10,128,normal,write-back,cached,0,1024,3072,8,cfq,1024,16,1024,journal_data,barrier,relatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,extra_isize,no_ext_attr,filetype,no_flex_bg,128,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,128,4194304,2,no_packed_meta_blocks,acl,unspecified,nouser_xattr,10,journal_checksum,nodelalloc,60000,1000,7,noauto_da_alloc,discard,dioread_lock,i_version,30,20,30,128,8192,8,nobh,1000,100,100000,900,0,333,0,64,32,4
7,raid0,512,ahead,write-thru,direct,.5,3072,1024,8,cfq,1024,128,128,journal_data_ordered,barrier,relatime,diratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,8,no_huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,128,16384,0,packed_meta_blocks,acl,oldalloc,user_xattr,1,journal_checksum,delalloc,15000,15000,6,noauto_da_alloc,nodiscard,dioread_lock,noi_version,30,15,3,2048,8192,32,bh,33,10000,10000,500,0,3,1,32,0,2
3,raid5,128,normal,write-back,direct,32,32,16384,2,deadline,4096,256,256,journal_data_ordered,no_barrier,strictatime,nodiratime,no_64bit,dir_index,dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,no_flex_bg,64,huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,4096,16384,1,no_packed_meta_blocks,acl,oldalloc,user_xattr,20,no_journal_checksum,nodelalloc,120000,30000,5,noauto_da_alloc,discard,dioread_nolock,i_version,4,2,80,2048,32768,1,nobh,1,3000,30,700,1,0,2,64,64,1
6,raid60,256,normal,write-back,cached,0,16,16384,3,noop,2048,4,512,journal_data,no_barrier,noatime,nodiratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,no_flex_bg,512,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,512,262144,2,no_packed_meta_blocks,acl,orlov,user_xattr,2,no_journal_checksum,delalloc,30000,7500,4,auto_da_alloc,discard,dioread_lock,noi_version,10,5,95,8,2048,1,nobh,1000,100,10000,600,0,10,0,32,8,5
6,raid6,128,ahead,write-back,cached,8,16,4096,1,cfq,1024,32,64,journal_data,barrier,strictatime,nodiratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,512,huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,512,16384,1,no_packed_meta_blocks,acl,unspecified,user_xattr,40,no_journal_checksum,nodelalloc,1900,0,6,auto_da_alloc,discard,dioread_lock,i_version,5,10,3,24,8192,1,nobh,10,1000,125,800,1,1000,2,64,16,6
8,raid10,1024,ahead,write-thru,cached,2,64,2048,8,deadline,2048,8,32,journal_data_writeback,barrier,strictatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,256,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,512,4194304,2,packed_meta_blocks,acl,orlov,user_xattr,5,journal_checksum,delalloc,15000,3800,6,noauto_da_alloc,nodiscard,dioread_lock,noi_version,2,5,0,8192,131072,1,bh,333,1000,4000,900,1,0,0,32,32,7
8,raid00,128,ahead,write-thru,cached,128,3072,2048,6,cfq,4096,512,1024,journal_data_ordered,no_barrier,strictatime,diratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,extra_isize,ext_attr,no_filetype,no_flex_bg,16,no_huge_file,sparse_super2,mmp,no_resize_inode,no_sparse_super,no_uninit_bg,1024,4194304,0,no_packed_meta_blocks,noacl,orlov,user_xattr,40,journal_async_commit,delalloc,15000,240000,5,noauto_da_alloc,nodiscard,dioread_nolock,i_version,1,2,10,65536,8,28,bh,1000,30000,250,400,0,3,1,64,128,1
8,raid10,64,normal,write-back,cached,0,128,1024,3,cfq,2048,256,1024,journal_data,barrier,strictatime,diratime,no_64bit,dir_index,dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,32,no_huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,1024,1048576,0,no_packed_meta_blocks,noacl,unspecified,user_xattr,5,journal_checksum,delalloc,7500,0,2,noauto_da_alloc,nodiscard,dioread_lock,i_version,10,1,90,131072,131072,2,nobh,1,30000,30000,300,0,3,0,64,16,3
1,raid0,256,ahead,write-back,direct,128,32,3072,8,noop,1024,64,512,journal_data_writeback,barrier,strictatime,nodiratime,64bit,dir_index,dir_nlink,extent,extra_isize,ext_attr,filetype,no_flex_bg,32,huge_file,sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,1024,16384,2,no_packed_meta_blocks,noacl,oldalloc,nouser_xattr,20,no_journal_checksum,nodelalloc,7500,15000,0,auto_da_alloc,discard,dioread_lock,noi_version,1,10,10,128,65536,12,nobh,3,3000,500,600,0,1,2,64,64,0
6,raid5,128,ahead,write-back,cached,.125,16,8192,1,deadline,4096,1024,1024,journal_data_writeback,barrier,noatime,nodiratime,no_64bit,no_dir_index,dir_nlink,no_extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,128,no_huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,no_uninit_bg,256,16384,0,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,20,journal_async_commit,delalloc,30000,60000,2,noauto_da_alloc,nodiscard,dioread_lock,noi_version,7,1,0,2048,32768,28,bh,1000,30000,30,500,1,1,2,128,8,0
8,raid10,512,ahead,write-thru,cached,16,1024,1024,3,cfq,2048,8,512,journal_data_writeback,barrier,noatime,nodiratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,no_filetype,flex_bg,64,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,2048,262144,2,no_packed_meta_blocks,noacl,orlov,user_xattr,10,journal_checksum,delalloc,7500,1900,4,noauto_da_alloc,discard,dioread_lock,i_version,2,4,1,65536,512,16,bh,1000,100,500,-1,1,3,2,128,64,6
6,raid50,512,normal,write-thru,cached,.5,512,1024,2,cfq,2048,32,64,journal_data,barrier,strictatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,extra_isize,no_ext_attr,filetype,flex_bg,4,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,512,1048576,1,no_packed_meta_blocks,acl,oldalloc,user_xattr,5,no_journal_checksum,nodelalloc,0,7500,3,noauto_da_alloc,nodiscard,dioread_lock,noi_version,4,30,50,65536,512,12,nobh,100,10000,1000,100,0,33,1,32,64,0
3,raid6,512,normal,write-back,cached,64,32,16384,2,noop,4096,2,8,journal_data_writeback,barrier,strictatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,no_flex_bg,16,no_huge_file,sparse_super2,mmp,no_resize_inode,no_sparse_super,no_uninit_bg,2048,65536,2,no_packed_meta_blocks,acl,unspecified,nouser_xattr,40,journal_async_commit,delalloc,3800,7500,0,noauto_da_alloc,discard,dioread_lock,i_version,7,10,30,512,24,32,nobh,1000,3000,100000,200,1,33,0,64,32,1
7,raid0,512,ahead,write-back,cached,64,3072,3072,7,noop,4096,1,8,journal_data_ordered,no_barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,256,huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,128,65536,2,no_packed_meta_blocks,noacl,oldalloc,nouser_xattr,10,journal_checksum,delalloc,1000,240000,1,noauto_da_alloc,nodiscard,dioread_nolock,i_version,30,3,80,32768,65536,8,nobh,1,300,125,0,0,1,1,32,8,5
2,raid1,64,ahead,write-back,direct,4,256,1024,7,noop,4096,512,512,journal_data_writeback,barrier,noatime,nodiratime,no_64bit,no_dir_index,dir_nlink,no_extent,extra_isize,ext_attr,no_filetype,flex_bg,16,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,512,4194304,2,packed_meta_blocks,noacl,orlov,nouser_xattr,3,journal_checksum,nodelalloc,60000,3800,5,noauto_da_alloc,discard,dioread_lock,i_version,15,5,80,32768,0,2,nobh,1,300,30,1000,0,100,2,32,32,5
8,raid0,512,normal,write-thru,direct,.5,3072,16384,4,noop,4096,512,512,journal_data_ordered,barrier,noatime,diratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,extra_isize,no_ext_attr,filetype,no_flex_bg,4,no_huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,128,16384,2,no_packed_meta_blocks,noacl,oldalloc,user_xattr,2,journal_async_commit,delalloc,1000,1900,7,noauto_da_alloc,nodiscard,dioread_lock,i_version,3,30,99,0,24,20,nobh,1,100000,2000,700,0,3,0,32,64,1
1,raid0,256,normal,write-back,direct,.125,32,16384,8,cfq,4096,1024,1024,journal_data_ordered,barrier,strictatime,diratime,no_64bit,dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,4,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,4096,1048576,0,no_packed_meta_blocks,acl,orlov,nouser_xattr,2,journal_async_commit,nodelalloc,3800,3800,0,auto_da_alloc,nodiscard,dioread_lock,noi_version,4,3,95,131072,24,4,bh,100,300,250,800,1,33,1,32,8,2
3,raid5,256,normal,write-back,cached,.125,512,3072,5,deadline,4096,256,1024,journal_data_ordered,barrier,relatime,diratime,no_64bit,no_dir_index,dir_nlink,extent,no_extra_isize,ext_attr,filetype,no_flex_bg,256,huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,256,16777216,1,no_packed_meta_blocks,acl,unspecified,user_xattr,5,no_journal_checksum,nodelalloc,15000,3800,3,noauto_da_alloc,nodiscard,dioread_nolock,i_version,30,30,0,8,0,24,bh,3,300,500,400,0,100,0,64,64,2
3,raid0,512,ahead,write-thru,direct,32,8,2048,3,cfq,2048,4,1024,journal_data,no_barrier,noatime,diratime,no_64bit,no_dir_index,no_dir_nlink,extent,extra_isize,ext_attr,no_filetype,no_flex_bg,8,huge_file,sparse_super2,mmp,resize_inode,sparse_super,no_uninit_bg,128,262144,0,no_packed_meta_blocks,noacl,unspecified,user_xattr,5,no_journal_checksum,delalloc,120000,120000,6,noauto_da_alloc,discard,dioread_lock,i_version,20,1,10,8192,128,28,nobh,1,10000,125,900,0,1,2,32,0,6
6,raid60,256,normal,write-back,cached,.5,512,8192,8,noop,2048,16,16,journal_data_writeback,barrier,relatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,extra_isize,no_ext_attr,filetype,flex_bg,8,no_huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,1024,65536,0,no_packed_meta_blocks,acl,unspecified,nouser_xattr,3,no_journal_checksum,nodelalloc,0,1000,7,auto_da_alloc,nodiscard,dioread_lock,noi_version,1,20,1,32768,128,28,bh,33,10000,0,200,0,1,1,32,16,5
8,raid6,512,ahead,write-thru,direct,16,2048,4096,8,noop,1024,2,16,journal_data_ordered,no_barrier,noatime,nodiratime,no_64bit,no_dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,32,huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,1024,16384,2,packed_meta_blocks,acl,unspecified,user_xattr,10,no_journal_checksum,delalloc,1900,0,6,auto_da_alloc,nodiscard,dioread_lock,noi_version,20,7,1,0,131072,32,nobh,333,1000,1000,600,1,33,1,64,8,4
8,raid00,1024,normal,write-thru,cached,0,3072,16384,5,deadline,4096,8,16,journal_data_ordered,no_barrier,strictatime,nodiratime,no_64bit,no_dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,no_flex_bg,4,huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,128,16384,2,no_packed_meta_blocks,noacl,oldalloc,user_xattr,1,no_journal_checksum,delalloc,120000,15000,5,auto_da_alloc,discard,dioread_lock,noi_version,5,15,50,128,8,16,bh,3,30000,30,100,1,10,0,64,16,3
3,raid0,128,normal,write-back,cached,.5,128,3072,7,noop,4096,32,512,journal_data_writeback,barrier,noatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,no_extra_isize,no_ext_attr,filetype,flex_bg,128,huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,128,4194304,2,packed_meta_blocks,acl,unspecified,nouser_xattr,3,journal_async_commit,delalloc,7500,240000,4,noauto_da_alloc,nodiscard,dioread_nolock,i_version,15,20,50,0,8,1,nobh,33,100,125,300,1,10,2,128,16,5
6,raid60,256,ahead,write-thru,direct,32,8,1024,8,cfq,4096,1024,1024,journal_data_writeback,no_barrier,strictatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,filetype,flex_bg,2,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,1024,262144,2,no_packed_meta_blocks,noacl,unspecified,user_xattr,1,no_journal_checksum,delalloc,1000,0,2,auto_da_alloc,nodiscard,dioread_lock,i_version,3,10,3,8192,131072,12,nobh,3,1000,4000,-1,1,0,2,64,0,1
